id,sq1,sq1h,sq2,sq3_1,sq3h,q1_1,q2_1,q3_1,q4_1,q5_1,q6_1,q7_1,q8_1,q9_1,q10,q10k1_1,q10k1_2,q10k1_3,q10k1_4,q10k1_5,q10k1_6,q10k1_7,q10k1_8,q10k1_9,q10k1_10,q10k1_11,q10k1_12,q10k1_13,q10k1_14,q10k1_15,q10k1_9997,q10k1_9997et,q11,q12,q12k1_1,q12k1_2,q12k1_3,q12k1_4,q12k1_5,q12k1_9997,q12k1_9997et,q13_1,q14k1_1,q14k1_2,q14k1_3,q14k1_4,q14k1_5,q14k1_6,q14k1_7,q14k1_8,q14k1_9,q14k1_10,q14k1_11,q14k1_12,q14k1_13,q14k1_14,q14k1_15,q14k2_1,q14k2_2,q14k2_3,q14k2_4,q14k2_5,q14k2_6,q14k2_7,q14k2_8,q14k2_9,q14k2_10,q14k2_11,q14k2_12,q14k2_13,q14k2_14,q14k2_15,q14k3_1,q14k3_2,q14k3_3,q14k3_4,q14k3_5,q14k3_6,q14k3_7,q14k3_8,q14k3_9,q14k3_10,q14k3_11,q14k3_12,q14k3_13,q14k3_14,q14k3_15,q14k4_1,q14k4_2,q14k4_3,q14k4_4,q14k4_5,q14k4_6,q14k4_7,q14k4_8,q14k4_9,q14k4_10,q14k4_11,q14k4_12,q14k4_13,q14k4_14,q14k4_15,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q15_8,q15_9,q15_10,q15_11,q15_12,q15_13,q15_14,q15_15,q15_16,q16_1,q17_1,q18_1,q19_1,q20,q21_1,q22_1,q23,q23_9997et,q24_1,q24_2,q24_3,q25,q26_1,q27_1,q27_2,q27_3,q27_4,q27_5,q27_6,q27_7,q28_1,q28_2,q28_3,q28_4,q28_5,q29_1,q29_2,q29_3,q29_4,q29_5,q29_6,q29_7,q29_8,q29_9,q29_10,q29_11,q29_12,q29_13,q29_14,q29_15,q30_1,q31_1,q32_1,q33_1,q33_2,q33_3,q33_4,dq1,dq2,dq3,dq3_9997et,dq4,tdq1,tdq2,tdq3,tdq4,wt,consent,manage_trust,risk,trust,safety_perception
1878.0,16.0,6.0,2.0,59.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,6.0,2.0,2.0,5.0,1.0,5.0,5.0,4.0,,2.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,,4.0,2.0,1.0,4.0,3.0,1.142237,3.6666666666666665,3.5,5.0,4.0,2.0
1909.0,9.0,2.0,2.0,57.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,6.0,2.0,2.0,3.0,1.0,4.0,5.0,4.0,,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,2.0,4.0,5.0,7.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,,4.0,2.0,1.0,3.0,3.0,1.05617,3.3333333333333335,3.5,4.5,3.0,2.0
1915.0,16.0,6.0,1.0,38.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,4.0,,,,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,11.0,5.0,1.0,3.0,2.0,3.0,3.0,1.0,,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,,4.0,2.0,1.0,3.0,3.0,0.80892,5.0,5.0,3.0,3.0,2.0
1940.0,4.0,2.0,2.0,57.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,4.0,5.0,,,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,7.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,,3.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,,4.0,2.0,1.0,4.0,3.0,1.05617,3.0,3.0,4.0,3.0,2.0
1949.0,3.0,5.0,2.0,47.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,,,,,,,,,1.0,1.0,,2.0,3.0,4.0,,,,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,10.0,5.0,5.0,4.0,1.0,5.0,4.0,2.0,,4.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,9.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,,3.0,2.0,1.0,3.0,2.0,0.871396,4.666666666666667,5.0,4.5,5.0,1.0
1955.0,9.0,2.0,1.0,50.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,6.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,5.0,2.0,1.0,1.0,3.0,1.048518,3.0,3.0,4.0,3.0,2.0
1960.0,4.0,2.0,1.0,29.0,1.0,5.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,4.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,9.0,10.0,1.0,1.0,1.0,2.0,1.0,,3.0,,2.0,1.0,2.0,2.0,1.0,1.051424,3.0,3.5,3.5,4.0,1.0
1973.0,5.0,4.0,2.0,54.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,6.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,,4.0,,3.0,1.0,2.0,3.0,2.0,1.055948,3.0,4.0,3.5,3.0,2.0
2002.0,1.0,1.0,2.0,52.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,,4.0,5.0,4.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,9.0,11.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,,3.0,2.0,1.0,4.0,2.0,1.053567,3.6666666666666665,4.5,3.5,4.0,1.0
2013.0,3.0,5.0,1.0,50.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,7.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,,4.0,4.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,,4.0,,4.0,1.0,2.0,3.0,3.0,0.92937,4.0,4.0,3.0,4.0,1.0
2027.0,9.0,2.0,2.0,33.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,3.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,9.0,2.0,4.0,3.0,1.0,4.0,3.0,3.0,,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,6.0,8.0,1.0,2.0,2.0,1.0,1.0,,6.0,,3.0,1.0,2.0,5.0,2.0,1.051499,3.6666666666666665,4.5,3.5,3.0,2.0
2028.0,15.0,5.0,1.0,52.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,,4.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,8.0,4.0,2.0,2.0,2.0,2.0,1.0,,3.0,,4.0,1.0,2.0,2.0,3.0,0.92937,4.0,4.0,2.0,4.0,1.0
2083.0,8.0,3.0,1.0,44.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,3.0,4.0,5.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,,4.0,,5.0,1.0,2.0,3.0,3.0,0.776027,4.0,4.0,3.0,3.0,2.0
2097.0,6.0,3.0,2.0,42.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,1.0,4.0,2.0,1.0,5.0,4.0,2.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,7.0,8.0,2.0,2.0,2.0,2.0,1.0,,4.0,,4.0,1.0,2.0,3.0,3.0,0.951541,4.0,3.5,4.5,3.0,2.0
2188.0,3.0,5.0,1.0,39.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,3.0,4.0,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,8.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,8.0,1.0,1.0,1.0,2.0,1.0,,7.0,,4.0,1.0,2.0,6.0,3.0,0.96424,4.0,4.5,3.5,4.0,1.0
2189.0,9.0,2.0,1.0,47.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,1.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,8.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,,3.0,4.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,9.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,3.0,2.0,1.0,3.0,2.0,1.065336,3.0,3.5,3.5,4.0,1.0
2193.0,3.0,5.0,2.0,58.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,11.0,,13.0,,,,,2.0,2.0,,,,,,,,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,7.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,,2.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,2.0,2.0,1.0,3.0,1.0,1.111192,4.0,4.0,4.0,3.0,2.0
2195.0,5.0,4.0,2.0,49.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,5.0,,,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,7.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,,3.0,5.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,7.0,9.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,,3.0,2.0,1.0,4.0,2.0,0.826771,4.666666666666667,4.5,3.5,4.0,1.0
2201.0,5.0,4.0,2.0,38.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,6.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,,4.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,6.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,,4.0,2.0,1.0,3.0,3.0,0.880586,4.0,4.0,3.0,4.0,1.0
